order_time,original_product_id,age,price,age_range,prefecture,area,tab,big_category,middle_category,color,favorite,review
2012/07/09 0:00:00,91245,27,1886,25歳-29歳,富山県,中部,レディース,シューズ,サンダル,ブラック,3389,3.49
2012/10/28 0:00:00,91231,25,2362,25歳-29歳,愛知県,中部,レディース,シューズ,パンプス,ブラック,11881,3.52
2017/01/02 0:00:00,1471502,21,2204,20歳-24歳,福島県,東北,レディース,トップス,ニット・セーター,FREE(フリーサイズ),162,0
2016/01/26 0:00:00,898728,25,3240,25歳-29歳,東京都,関東,レディース,アウター,ベスト,ホワイト,519,4.6
2012/10/21 0:00:00,124021,47,2839,45歳-49歳,,,レディース,シューズ,パンプス,L,59,5
2016/05/19 0:00:00,1123192,45,1360,45歳-49歳,福岡県,九州,メンズ,トップス,ポロシャツ,ブラック,438,1.5
2015/11/08 0:00:00,537433,19,780,15歳-19歳,千葉県,関東,レディース,財布,長財布,キャメル,3211,3.79
2014/06/13 0:00:00,499437,25,2389,25歳-29歳,京都府,近畿,レディース,シューズ,ウェッジソール,【38】(23.5〜24.0cm),3905,4.3
2014/05/04 0:00:00,453007,26,1250,25歳-29歳,神奈川県,関東,不明,,,M(001),5980,4.04
2015/09/24 0:00:00,827280,36,2960,35歳-39歳,千葉県,関東,レディース,シューズ,スリッポン,M,186,0
2014/03/07 0:00:00,113998,26,858,25歳-29歳,北海道,北海道,レディース,シューズ,ムートンブーツ,ブラック,54574,4.12
2015/06/20 0:00:00,748468,34,0,30歳-34歳,神奈川県,関東,メンズ,シューズ,スリッポン,42【26.0cm】,613,4.58
2016/07/19 0:00:00,791758,21,3053,20歳-24歳,東京都,関東,レディース,水着,ビキニ,XL(11号),1654,4
2014/07/05 0:00:00,532578,35,1952,35歳-39歳,北海道,北海道,レディース,ワンピース・ドレス,ドレス,ホワイト(予約販売),177,1.66
2015/07/05 0:00:00,717961,27,1622,25歳-29歳,鹿児島県,九州,不明,,,-,262,4
2016/01/04 0:00:00,898674,24,701,20歳-24歳,愛知県,中部,レディース,その他,福袋,フリーサイズ,28,5
2016/08/12 0:00:00,922165,19,495,15歳-19歳,京都府,近畿,レディース,アクセサリー,ネックレス,,521,5
2016/12/05 0:00:00,1431133,25,727,25歳-29歳,愛知県,中部,キッズ,帽子,ニット帽,-,33,0
2013/07/01 0:00:00,132479,25,753,25歳-29歳,神奈川県,関東,レディース,インナー,シリコンブラ,1.ベージュ,5798,3.7
2016/08/30 0:00:00,934603,22,1989,20歳-24歳,神奈川県,関東,レディース,スカート,ひざ丈スカート,ブルー,39044,4.02
2016/07/14 0:00:00,873544,18,2300,15歳-19歳,福岡県,九州,レディース,パンツ,スキニーパンツ,ホワイト,1058,3.8
2015/01/05 0:00:00,301136,25,1354,25歳-29歳,千葉県,関東,レディース,パンツ,ショートパンツ,M(001),28219,3.86
2014/08/21 0:00:00,197125,26,1610,25歳-29歳,大阪府,近畿,不明,,,ブラック,7062,3.26
2016/11/09 0:00:00,1336786,49,1137,45歳-49歳,福岡県,九州,レディース,インナー,ブラ&ショーツセット,ネイビー【即納】,5639,3.88
2014/05/11 0:00:00,473360,27,980,25歳-29歳,宮城県,東北,レディース,シューズ,サンダル,L,89,4.44
2013/05/23 0:00:00,208707,25,1210,25歳-29歳,新潟県,中部,レディース,トップス,タンクトップ,M(001),992,4.42
2012/09/12 0:00:00,119544,26,1696,25歳-29歳,大阪府,近畿,レディース,トップス,パーカ,,55,0
2015/09/10 0:00:00,751920,18,1980,15歳-19歳,神奈川県,関東,レディース,シューズ,ウェッジソール,ブラック,71664,3.54
2014/01/24 0:00:00,372403,27,2684,25歳-29歳,埼玉県,関東,レディース,シューズ,フラットシューズ,レッド,7730,4.33
2015/08/14 0:00:00,223659,20,1337,20歳-24歳,大阪府,近畿,レディース,小物,サングラス,サングラス,4940,4.2
2014/10/16 0:00:00,26192,24,2555,20歳-24歳,広島県,中国,レディース,シューズ,パンプス,ヌバックベージュ,12498,4.22
2015/07/05 0:00:00,732259,48,1330,45歳-49歳,愛知県,中部,レディース,トップス,カーディガン,A【袖レース】,11048,3.93
2012/10/18 0:00:00,121531,24,1229,20歳-24歳,茨城県,関東,レディース,帽子,ニット帽,フリーサイズ(007),122,3.66
2016/05/25 0:00:00,972745,34,2677,30歳-34歳,千葉県,関東,メンズ,シューズ,スニーカー,24.5cm,2611,3.57
2015/09/17 0:00:00,584034,42,1965,40歳-44歳,鹿児島県,九州,レディース,パンツ,ショートパンツ,-,13598,3.8
2016/11/20 0:00:00,1351284,37,1520,35歳-39歳,東京都,関東,キッズ,パンツ,パンツ全般,ネイビー,105,1
2014/05/29 0:00:00,481506,25,2760,25歳-29歳,新潟県,中部,レディース,パンツ,パンツ全般,XXL,54,1
2013/07/16 0:00:00,272309,22,1955,20歳-24歳,東京都,関東,レディース,水着,その他水着,S,11286,3.5
2016/04/29 0:00:00,294299,32,1580,30歳-34歳,埼玉県,関東,レディース,シューズ,パンプス,ブラック,94666,3.99
2016/12/06 0:00:00,929353,41,2990,40歳-44歳,北海道,北海道,レディース,スカート,ひざ丈スカート,F,331,4.5
2016/07/03 0:00:00,1115937,34,5852,30歳-34歳,東京都,関東,レディース,バッグ,リュック,F(フリーサイズ)(020),83,0
2014/04/04 0:00:00,406453,39,1343,35歳-39歳,鹿児島県,九州,レディース,ワンピース・ドレス,ワンピース,ホワイト,2006,2.33
2016/07/01 0:00:00,1204494,29,1186,25歳-29歳,広島県,中国,レディース,インナー,ブラ&ショーツセット,ピンク,335,0
2015/07/18 0:00:00,728125,49,611,45歳-49歳,愛知県,中部,レディース,トップス,タンクトップ,Ａ．キャミ,758,3.9
2017/02/05 0:00:00,1486289,25,1787,25歳-29歳,神奈川県,関東,レディース,パンツ,パンツ全般,［ONE SIZE］,344,2
2016/12/14 0:00:00,1309994,44,1409,40歳-44歳,群馬県,関東,レディース,トップス,ニット・セーター,【ONE SIZE】,4749,4.16
2015/08/26 0:00:00,743011,28,1242,25歳-29歳,栃木県,関東,レディース,バッグ,ポーチ,クリア,11761,4
2013/04/22 0:00:00,136553,27,2362,25歳-29歳,宮崎県,九州,レディース,ワンピース・ドレス,ワンピース,M,1910,2.82
2016/04/14 0:00:00,857034,29,1280,25歳-29歳,北海道,北海道,レディース,トップス,ニット・セーター,白,37340,3.39
2016/02/28 0:00:00,638862,53,1658,50歳-54歳,東京都,関東,レディース,パンツ,パンツ全般,Mサイズ,115398,4.06
2015/07/06 0:00:00,608930,不明,500,不明,,,レディース,アクセサリー,ピアス,フリー,2441,3.73
2013/10/04 0:00:00,227808,27,1611,25歳-29歳,宮城県,東北,レディース,パンツ,パンツ全般,Mサイズ,30137,4.08
2017/01/04 0:00:00,1384903,58,903,55歳-59歳,東京都,関東,レディース,ワンピース・ドレス,ワンピース,[4]L,67,0
2016/04/09 0:00:00,827066,20,990,20歳-24歳,静岡県,中部,レディース,シューズ,スリッポン,ホワイト,10994,4.07
2016/12/06 0:00:00,1257505,19,1990,15歳-19歳,佐賀県,九州,レディース,ワンピース・ドレス,キャミワンピース,4.キャメルM【入荷済】,67281,3.93
2016/11/04 0:00:00,1363838,24,2831,20歳-24歳,福岡県,九州,レディース,アウター,チェスターコート,グレージュ,8301,3.87
2015/10/03 0:00:00,827276,18,3100,15歳-19歳,兵庫県,近畿,レディース,トップス,ニット・セーター,F,756,3
2016/01/30 0:00:00,495003,20,1770,20歳-24歳,東京都,関東,レディース,パンツ,ショートパンツ,ダークブルー,69268,3.34
2016/02/14 0:00:00,838878,17,879,15歳-19歳,茨城県,関東,レディース,小物,その他小物,タイプ【2】,41990,4.18
2015/01/28 0:00:00,537124,26,498,25歳-29歳,神奈川県,関東,レディース,バッグ,ポーチ,ブラック,2056,4.19
2016/04/18 0:00:00,977041,17,1450,15歳-19歳,愛知県,中部,レディース,カラーコンタクト,1日タイプ,度数：±0.00,635,2.5
2015/02/12 0:00:00,581115,29,3900,25歳-29歳,東京都,関東,メンズ,パンツ,スキニーパンツ,XL,66,4.5
2016/02/05 0:00:00,691384,42,880,40歳-44歳,神奈川県,関東,レディース,トップス,スウェット・ジャージ,L(002),1088,4.28
2016/11/03 0:00:00,966366,36,910,35歳-39歳,福島県,東北,キッズ,パンツ,パンツ全般,10-7カーキ,1646,3.45
2013/05/19 0:00:00,231181,26,3134,25歳-29歳,広島県,中国,レディース,水着,ビキニ,Sサイズ,37,4.25
2015/06/26 0:00:00,415247,31,1526,30歳-34歳,北海道,北海道,レディース,トップス,シャツ,ホワイト,371,2.75
2013/12/05 0:00:00,313568,25,2383,25歳-29歳,愛知県,中部,レディース,ワンピース・ドレス,シフォンワンピース,M,1378,3.67
2015/11/09 0:00:00,560858,32,2926,30歳-34歳,東京都,関東,レディース,ワンピース・ドレス,ワンピース,S,10681,3.94
2012/11/02 0:00:00,113997,23,934,20歳-24歳,愛知県,中部,レディース,シューズ,ムートンブーツ,ブラック,7470,3.9
2015/12/18 0:00:00,241254,25,1850,25歳-29歳,愛知県,中部,メンズ,パンツ,スキニーパンツ,ホワイト,3737,4.04
2015/09/06 0:00:00,219256,42,2040,40歳-44歳,福井県,中部,レディース,トップス,シャツ,ブルー,6471,3.41
2016/06/12 0:00:00,988813,22,1186,20歳-24歳,宮城県,東北,レディース,インナー,ブラ&ショーツセット,ブルー,400,5
2016/01/09 0:00:00,816060,21,1907,20歳-24歳,新潟県,中部,メンズ,トップス,ニット・セーター,【V】ブラック×ホワイトボーダー,8474,3.94
2013/04/07 0:00:00,206172,24,3124,20歳-24歳,大阪府,近畿,レディース,バッグ,トートバッグ,F(フリーサイズ)(020),228,3
2016/07/28 0:00:00,546574,28,250,25歳-29歳,福岡県,九州,レディース,小物,スマホケース,FREE,11230,4.11
2015/05/24 0:00:00,539023,25,2840,25歳-29歳,愛知県,中部,レディース,シューズ,サンダル,ホワイト,14709,4
2014/08/05 0:00:00,499273,36,1484,35歳-39歳,和歌山県,近畿,レディース,シューズ,パンプス,【39】(24.0〜24.5),71115,4.03
2015/11/16 0:00:00,754485,32,1900,30歳-34歳,兵庫県,近畿,レディース,バッグ,ポーチ,ワンサイズ,591,5
2016/08/15 0:00:00,811841,29,1216,25歳-29歳,北海道,北海道,レディース,アクセサリー,ピアス,ワンサイズ,187,3
2013/11/08 0:00:00,300774,21,2430,20歳-24歳,熊本県,九州,不明,,,ブラック,302,4.09
2015/07/07 0:00:00,199067,36,2960,35歳-39歳,愛媛県,四国,不明,,,度数：-7.00,455,3.64
2012/12/07 0:00:00,26191,24,952,20歳-24歳,福島県,東北,レディース,シューズ,ムートンブーツ,ブラック,6761,3.97
2016/07/08 0:00:00,980686,32,1388,30歳-34歳,大阪府,近畿,レディース,シューズ,サンダル,L(004),6095,3.79
2013/02/08 0:00:00,118734,24,1886,20歳-24歳,埼玉県,関東,レディース,シューズ,ブーツ,ブラックスムース,4068,3.14
2012/09/16 0:00:00,120119,22,2839,20歳-24歳,大阪府,近畿,レディース,カラーコンタクト,その他カラコン,,40,0
2013/08/30 0:00:00,235255,29,1200,25歳-29歳,茨城県,関東,レディース,トップス,Ｔシャツ,ブルー,38,5
2012/08/03 0:00:00,91139,33,1410,30歳-34歳,愛知県,中部,レディース,ワンピース・ドレス,ワンピース,イエロー,63,0
2015/04/10 0:00:00,500407,19,369,15歳-19歳,佐賀県,九州,レディース,帽子,ニット帽,,889,4.37
2013/12/14 0:00:00,387720,20,934,20歳-24歳,和歌山県,近畿,レディース,アクセサリー,その他アクセサリー,F,19,5
2016/04/29 0:00:00,723820,32,829,30歳-34歳,兵庫県,近畿,レディース,トップス,Ｔシャツ,Mサイズ,11594,4.25
2012/07/25 0:00:00,90109,27,953,25歳-29歳,神奈川県,関東,不明,,,チャコールグレー,24,0
2015/04/03 0:00:00,637122,28,1216,25歳-29歳,東京都,関東,レディース,バッグ,ショルダーバッグ,ピンク×ブルー,87,4
2013/02/05 0:00:00,111679,29,790,25歳-29歳,和歌山県,近畿,不明,,,M,7,0
2016/06/26 0:00:00,1185686,20,5760,20歳-24歳,大阪府,近畿,レディース,スカート,ひざ丈スカート,ブラック,87,0
2015/10/12 0:00:00,597846,34,1338,30歳-34歳,静岡県,中部,キッズ,パンツ,パンツ全般,120,4235,4.43
2015/11/06 0:00:00,596800,27,627,25歳-29歳,岐阜県,中部,レディース,トップス,Ｔシャツ,ラウンドネック【Ｌ】,21667,4.18
2015/09/26 0:00:00,829556,53,1843,50歳-54歳,福岡県,九州,レディース,シューズ,その他シューズ,LL,4984,4.2
2012/11/09 0:00:00,113848,47,1505,45歳-49歳,北海道,北海道,不明,,,L,0,0
2014/05/29 0:00:00,471247,23,1730,20歳-24歳,岡山県,中国,不明,,,ブラック,3129,2.98
2013/11/12 0:00:00,307675,30,195,30歳-34歳,静岡県,中部,レディース,帽子,帽子全般,FREE,110,3.75
2013/10/01 0:00:00,322004,21,1698,20歳-24歳,兵庫県,近畿,レディース,トップス,Ｔシャツ,Ivory,11,0
2013/06/17 0:00:00,241312,23,2372,20歳-24歳,岡山県,中国,レディース,水着,ビキニ,,58,0
2016/04/07 0:00:00,605123,44,1380,40歳-44歳,埼玉県,関東,レディース,スカート,ミニスカート,ショートL,877,3.66
2013/04/09 0:00:00,207770,22,1886,20歳-24歳,東京都,関東,レディース,パンツ,ショートパンツ,L(002),970,3.73
2012/09/17 0:00:00,120181,30,1315,30歳-34歳,静岡県,中部,レディース,ワンピース・ドレス,ワンピース,,344,4
2013/04/03 0:00:00,197946,48,1680,45歳-49歳,京都府,近畿,不明,,,M,270,4
2013/06/25 0:00:00,246260,26,1773,25歳-29歳,東京都,関東,レディース,トップス,カーディガン,フリー,2137,3.76
2014/12/06 0:00:00,274297,25,2580,25歳-29歳,熊本県,九州,レディース,シューズ,スニーカー,スエードエンジ,25275,4.31
2016/01/29 0:00:00,501124,25,1952,25歳-29歳,三重県,近畿,レディース,ルームウェア・パジャマ,ルームウェア,L,15353,4.14
2012/09/04 0:00:00,79089,26,943,25歳-29歳,茨城県,関東,レディース,シューズ,ブーツ,M(003),2584,3.76
2014/11/09 0:00:00,552529,56,1710,55歳-59歳,大阪府,近畿,キッズ,ベビー,ベビーウェア,ネイビー,202,4.5
2014/09/24 0:00:00,587302,18,2831,15歳-19歳,愛知県,中部,レディース,アウター,ジャケット・ブルゾン,フリー,24338,3.94
2014/11/08 0:00:00,411670,27,1691,25歳-29歳,大阪府,近畿,レディース,ワンピース・ドレス,ワンピース,ブラック,21961,3.37
2016/05/24 0:00:00,963099,28,3490,25歳-29歳,神奈川県,関東,レディース,ワンピース・ドレス,ワンピース,画像色,471,3.16
2016/10/31 0:00:00,1176710,29,748,25歳-29歳,三重県,近畿,レディース,アクセサリー,ブレスレット・バングル,選択,697,4.22
2013/04/19 0:00:00,203159,28,3791,25歳-29歳,兵庫県,近畿,レディース,シューズ,パンプス,LL,59,5
2014/07/05 0:00:00,464987,22,925,20歳-24歳,埼玉県,関東,レディース,トップス,カーディガン,ブルー,1523,3.72
2015/12/07 0:00:00,319356,30,1400,30歳-34歳,青森県,東北,レディース,ウィッグ,アップスタイル用ウィッグ,TBK:耐熱ブラック,424,4.08
2015/06/29 0:00:00,747684,52,1500,50歳-54歳,大阪府,近畿,レディース,帽子,帽子全般,ワンサイズ,375,4.76
2013/11/29 0:00:00,366328,21,1869,20歳-24歳,三重県,近畿,レディース,スカート,ミニスカート,S〜M,268,4.8
2012/09/16 0:00:00,80464,46,1896,45歳-49歳,福島県,東北,レディース,パンツ,デニム,S(入荷済),274,3.5
2016/12/20 0:00:00,486382,24,880,20歳-24歳,愛知県,中部,レディース,スカート,ひざ丈スカート,フリー,90158,3.9
2016/12/13 0:00:00,877846,18,198,15歳-19歳,千葉県,関東,レディース,小物,その他小物,ブラック,11515,4.07
2014/01/01 0:00:00,310958,53,1562,50歳-54歳,沖縄県,九州,レディース,ワンピース・ドレス,ワンピース,ブラック,200,1.86
2016/03/13 0:00:00,870768,23,3627,20歳-24歳,山形県,東北,レディース,トップス,ニット・セーター,ホワイト,239,3.66
2013/04/07 0:00:00,198181,28,2458,25歳-29歳,愛知県,中部,不明,,,ブルー,0,3.62
2015/08/05 0:00:00,803266,21,980,20歳-24歳,千葉県,関東,レディース,小物,カチューシャ,ワンサイズ,504,4
2013/04/03 0:00:00,197117,24,6000,20歳-24歳,青森県,東北,不明,,,BEIGE,26,5
2015/03/23 0:00:00,696473,36,680,35歳-39歳,愛知県,中部,レディース,インナー,ブラ,Type3,4542,3.19
2015/11/02 0:00:00,851035,33,1846,30歳-34歳,東京都,関東,メンズ,トップス,ニット・セーター,S(002),1188,3.57
2016/02/09 0:00:00,854642,27,1950,25歳-29歳,東京都,関東,レディース,ワンピース・ドレス,ワンピース,ブラック,112,1
2013/02/21 0:00:00,142166,24,1219,20歳-24歳,千葉県,関東,レディース,パンツ,パンツ全般,M(001),299,4
2016/03/21 0:00:00,491217,18,1425,15歳-19歳,山口県,中国,メンズ,アクセサリー,ネックレス,シルバー,27,0
2013/10/04 0:00:00,234565,24,793,20歳-24歳,広島県,中国,レディース,トップス,チューブトップ,F(フリーサイズ)(020),829,4.23
2013/03/24 0:00:00,135875,25,1886,25歳-29歳,愛媛県,四国,不明,,,1.ブラック,2075,4.13
2012/12/23 0:00:00,118734,28,1886,25歳-29歳,兵庫県,近畿,レディース,シューズ,ブーツ,ブラックスムース,4068,3.14
2016/12/27 0:00:00,1208074,16,300,15歳-19歳,茨城県,関東,レディース,アクセサリー,ピアス,ピアス,115,5
2016/11/01 0:00:00,1140138,33,1566,30歳-34歳,福岡県,九州,レディース,パンツ,ハーフパンツ,Sサイズ,19580,3.93
2016/06/26 0:00:00,989943,20,4381,20歳-24歳,福岡県,九州,レディース,パンツ,パンツ全般,L,188,0
2014/10/26 0:00:00,558778,20,1780,20歳-24歳,京都府,近畿,レディース,スカート,ミニスカート,M,4064,3.83
2016/10/15 0:00:00,544089,17,600,15歳-19歳,岡山県,中国,レディース,インナー,ショーツ,ネイビー,19858,4.35
2016/04/29 0:00:00,793475,39,1380,35歳-39歳,東京都,関東,レディース,パンツ,パンツ全般,5L,30000,3.61
2015/07/06 0:00:00,738929,24,1242,20歳-24歳,大阪府,近畿,キッズ,パンツ,パンツ全般,110,2259,3.44
2016/01/16 0:00:00,640526,47,1649,45歳-49歳,埼玉県,関東,レディース,小物,スマホケース,iPhone6(020),3396,4.17
2015/08/06 0:00:00,807698,26,2356,25歳-29歳,熊本県,九州,レディース,トップス,Ｔシャツ,ブラック,463,0
2016/07/11 0:00:00,596847,27,1558,25歳-29歳,神奈川県,関東,レディース,トップス,Ｔシャツ,ワンサイズ,1440,3.75
2016/07/08 0:00:00,981840,27,2908,25歳-29歳,山口県,中国,レディース,シューズ,サンダル,#36(23.0cm),4374,3.25
2016/05/21 0:00:00,978574,18,2741,15歳-19歳,埼玉県,関東,レディース,アウター,ジャケット・ブルゾン,ブラック,5098,3.88
2016/12/18 0:00:00,1268731,17,184,15歳-19歳,神奈川県,関東,レディース,アクセサリー,ネックレス,,2938,3.86
2016/05/12 0:00:00,966528,34,732,30歳-34歳,茨城県,関東,キッズ,トップス,Ｔシャツ,20-13オフホワイト,3236,4.43
2014/11/30 0:00:00,300441,39,3145,35歳-39歳,東京都,関東,レディース,シューズ,パンプス,ベージュ,8773,3.84
2014/07/31 0:00:00,523141,18,12800,15歳-19歳,山形県,東北,レディース,浴衣・着物,浴衣,F,444,0
2016/11/21 0:00:00,1275638,19,1719,15歳-19歳,東京都,関東,レディース,トップス,Ｔシャツ,ブラック,1352,1.33
2014/11/07 0:00:00,609298,46,4000,45歳-49歳,石川県,中部,レディース,ワンピース・ドレス,ワンピース,グレー,643,3.25
2016/11/04 0:00:00,1094836,43,801,40歳-44歳,,,レディース,インナー,ブラ,XXL,550,5
2016/01/03 0:00:00,607139,34,1563,30歳-34歳,東京都,関東,レディース,シューズ,ブーツ,グレー,6731,3.27
2015/02/26 0:00:00,625022,20,2204,20歳-24歳,栃木県,関東,レディース,小物,スマホケース,iphone5/5s用,930,4.75
2015/08/24 0:00:00,795217,25,880,25歳-29歳,茨城県,関東,レディース,アクセサリー,ピアス,ワンサイズ,534,5
2015/08/14 0:00:00,722097,20,1470,20歳-24歳,滋賀県,近畿,レディース,パンツ,ショートパンツ,ダークブルー,35166,3.76
2016/01/06 0:00:00,413517,19,185,15歳-19歳,福岡県,九州,レディース,トップス,キャミソール,3L,5095,3.9
2016/12/24 0:00:00,840378,27,2079,25歳-29歳,佐賀県,九州,レディース,トップス,ニット・セーター,◆フリー,73650,4.1
2017/01/04 0:00:00,1449427,34,2380,30歳-34歳,,,レディース,トップス,キャミソール,フリー,1008,3
2012/12/19 0:00:00,129481,23,953,20歳-24歳,東京都,関東,レディース,トップス,その他トップス,グレー,4,0
2015/11/20 0:00:00,831732,28,1389,25歳-29歳,埼玉県,関東,レディース,帽子,帽子全般,フリーサイズ,18650,3.95
2016/10/31 0:00:00,1097502,19,651,15歳-19歳,,,キッズ,キッズ,キッズ小物・雑貨,F,3348,4.45
2016/05/23 0:00:00,747349,17,1840,15歳-19歳,東京都,関東,レディース,トップス,ブラウス,◆フリー,14262,3.72
2015/02/07 0:00:00,325748,41,2296,40歳-44歳,神奈川県,関東,レディース,バッグ,ショルダーバッグ,F(フリーサイズ)(020),3983,4.06
2015/08/10 0:00:00,473805,26,1649,25歳-29歳,大阪府,近畿,レディース,水着,その他水着,L(002),10080,4.23
2016/02/16 0:00:00,928122,41,1861,40歳-44歳,東京都,関東,レディース,トップス,ニット・セーター,FREE,5375,4
2015/07/07 0:00:00,780846,24,3900,20歳-24歳,山形県,東北,レディース,バッグ,ショルダーバッグ,ワンサイズ,419,3.75
2016/06/30 0:00:00,787436,23,1680,20歳-24歳,千葉県,関東,レディース,トップス,キャミソール,◆フリー,44560,4.08
2013/05/31 0:00:00,192984,39,2839,35歳-39歳,神奈川県,関東,不明,,,即納,1336,4.09
2014/12/09 0:00:00,113998,24,980,20歳-24歳,福岡県,九州,レディース,シューズ,ムートンブーツ,ベージュ,54574,4.12
2012/08/27 0:00:00,89607,47,933,45歳-49歳,,,レディース,トップス,その他トップス,ホワイト,6,0
2015/03/01 0:00:00,697228,39,1605,35歳-39歳,埼玉県,関東,レディース,パンツ,サルエルパンツ,S,790,3.11
2016/04/08 0:00:00,486891,43,1850,40歳-44歳,奈良県,近畿,レディース,パンツ,スキニーパンツ,L(002),49484,4.08
2015/11/05 0:00:00,824048,41,740,40歳-44歳,沖縄県,九州,レディース,帽子,帽子全般,グレー,275,5
2016/03/25 0:00:00,696052,76,1740,75歳-79歳,熊本県,九州,メンズ,トップス,Ｔシャツ,M,2561,4.42
2016/04/15 0:00:00,985190,21,2547,20歳-24歳,兵庫県,近畿,レディース,トップス,カットソー,ブラック,12444,2.11
2015/01/20 0:00:00,326271,20,1697,20歳-24歳,大阪府,近畿,レディース,パンツ,スキニーパンツ,L(002),54912,4.26
2012/10/19 0:00:00,115290,23,1896,20歳-24歳,静岡県,中部,レディース,シューズ,パンプス,LL(005),198,0
2016/12/08 0:00:00,1397461,26,1980,25歳-29歳,群馬県,関東,レディース,アクセサリー,イヤリング,9.ピアス★グレー,1895,3.8
2015/04/29 0:00:00,715789,42,3360,40歳-44歳,富山県,中部,レディース,パンツ,パンツ全般,ブラック,560,2.5
2016/11/20 0:00:00,251310,24,2980,20歳-24歳,秋田県,東北,レディース,ワンピース・ドレス,ワンピース,XXL（3L),47,3
2016/09/23 0:00:00,1302303,28,2980,25歳-29歳,福岡県,九州,レディース,トップス,カーディガン,◆フリー,362,0
2012/11/16 0:00:00,118971,21,1896,20歳-24歳,富山県,中部,レディース,シューズ,ブーツ,M(003),689,4.57
2012/12/14 0:00:00,126022,25,1886,25歳-29歳,静岡県,中部,レディース,トップス,その他トップス,ネイビー,925,3.84
2016/11/15 0:00:00,1271340,41,2480,40歳-44歳,埼玉県,関東,レディース,アウター,デニムジャケット,ライトブルー,593,3
2014/12/03 0:00:00,500906,29,1371,25歳-29歳,東京都,関東,レディース,ワンピース・ドレス,ワンピース,,6529,3.38
2015/05/08 0:00:00,548530,42,698,40歳-44歳,京都府,近畿,レディース,バッグ,ポーチ,サファリピンク,3343,4.45
2015/05/01 0:00:00,497753,32,950,30歳-34歳,愛知県,中部,レディース,ワンピース・ドレス,ワンピース,,385,3.77
2015/03/08 0:00:00,313465,18,1780,15歳-19歳,愛知県,中部,レディース,バッグ,ハンドバッグ,ブラック,37237,4.29
2015/06/26 0:00:00,738464,27,3150,25歳-29歳,高知県,四国,レディース,トップス,カットソー,オフホワイト,160,5
2015/04/10 0:00:00,696144,26,2731,25歳-29歳,徳島県,四国,レディース,シューズ,パンプス,L(002),2108,4.43
2016/04/26 0:00:00,1066774,37,1242,35歳-39歳,滋賀県,近畿,レディース,トップス,カーディガン,Mサイズ,2187,4.56
2014/11/12 0:00:00,585943,29,1450,25歳-29歳,埼玉県,関東,レディース,小物,マフラー,ベージュ,57,0
2015/10/26 0:00:00,833117,21,1900,20歳-24歳,神奈川県,関東,メンズ,トップス,Ｔシャツ,L,44,0
2014/03/30 0:00:00,316774,34,2267,30歳-34歳,新潟県,中部,レディース,シューズ,パンプス,ピンク,6121,3.37
2015/11/27 0:00:00,638862,32,1658,30歳-34歳,宮崎県,九州,レディース,パンツ,パンツ全般,Sサイズ,115398,4.06
2013/09/03 0:00:00,313578,48,1440,45歳-49歳,愛知県,中部,レディース,シューズ,ムートンブーツ,M(001),555,4.23
2015/08/01 0:00:00,538479,29,1837,25歳-29歳,埼玉県,関東,レディース,トップス,スウェット・ジャージ,グレー,11999,3.24
2015/04/12 0:00:00,661794,44,1926,40歳-44歳,山口県,中国,レディース,シューズ,スニーカー,#03(M23.5cm),760,4.5
2015/02/05 0:00:00,476247,23,816,20歳-24歳,千葉県,関東,レディース,スカート,ミニスカート,ネイビー,6452,3.22
2016/04/03 0:00:00,473793,38,1680,35歳-39歳,石川県,中部,レディース,トップス,カットソー,◆フリー,19169,3.78
2016/01/29 0:00:00,588402,28,1546,25歳-29歳,徳島県,四国,レディース,シューズ,ブーツ,L(002),1676,4.45
2016/04/01 0:00:00,964009,36,522,35歳-39歳,大阪府,近畿,レディース,バッグ,ショルダーバッグ,-,233,5
2015/02/08 0:00:00,132141,16,762,15歳-19歳,大阪府,近畿,レディース,その他,その他,FREE,3639,4.04
2014/02/27 0:00:00,427313,25,1600,25歳-29歳,新潟県,中部,不明,,,S〜M,498,3.31
2015/09/06 0:00:00,823989,22,2213,20歳-24歳,栃木県,関東,レディース,トップス,カーディガン,Mサイズ,31481,4.15
2015/07/06 0:00:00,738234,26,3040,25歳-29歳,神奈川県,関東,レディース,水着,ワンピース水着,S,5286,4.27
2017/01/09 0:00:00,928722,43,1805,40歳-44歳,大阪府,近畿,メンズ,帽子,帽子全般,ブラック,23,0
2016/09/23 0:00:00,1307255,40,980,40歳-44歳,愛知県,中部,キッズ,トップス,パーカ,10-6チャコール,311,4
2014/05/19 0:00:00,406344,25,2660,25歳-29歳,神奈川県,関東,不明,,,L,69,4.5
2016/05/25 0:00:00,1142123,35,3125,35歳-39歳,神奈川県,関東,レディース,パンツ,パンツ全般,-,185,0
2013/12/14 0:00:00,223683,25,1886,25歳-29歳,新潟県,中部,レディース,トップス,Ｔシャツ,ワンサイズ,100,4.25
2014/08/09 0:00:00,504026,26,1983,25歳-29歳,大阪府,近畿,レディース,水着,ビーチグッズ,ブラック,3764,3.82
2016/03/17 0:00:00,819197,36,917,35歳-39歳,長野県,中部,キッズ,パンツ,パンツ全般,140,3764,4.54
2016/07/04 0:00:00,238257,44,1480,40歳-44歳,神奈川県,関東,メンズ,パンツ,ハーフパンツ,LL,499,4
